Z,N1,M1,N3,M3,N5,M5
24217.5,-4.01E-08,9.03E-08,1.28E-07,4.57E-08,-1.77E-07,4.57E-08
24225,-4.01E-08,9.02E-08,1.28E-07,4.56E-08,8.40E-07,4.56E-08
24232.5,-4.02E-08,9.01E-08,-5.31E-08,4.56E-08,3.89E-06,4.56E-08
24240,-4.02E-08,9.00E-08,1.28E-07,4.55E-08,-1.77E-07,4.55E-08
24247.5,-4.02E-08,8.99E-08,1.28E-07,4.55E-08,-1.77E-07,4.55E-08
24255,8.59E-07,8.98E-08,-5.32E-08,4.54E-08,-1.78E-07,4.54E-08
24262.5,-4.03E-08,8.97E-08,1.28E-07,4.53E-08,8.42E-07,4.53E-08
24270,-4.03E-08,8.96E-08,-5.33E-08,4.53E-08,-1.78E-07,4.53E-08
24277.5,8.60E-07,8.94E-08,-5.33E-08,4.52E-08,-1.78E-07,4.52E-08
24285,-4.03E-08,8.93E-08,1.28E-07,4.52E-08,-1.78E-07,4.52E-08
24292.5,8.61E-07,8.92E-08,1.28E-07,4.51E-08,-1.78E-07,4.51E-08
24300,-4.04E-08,8.91E-08,1.29E-07,4.51E-08,-1.78E-07,4.51E-08
24307.5,-4.04E-08,8.90E-08,3.11E-07,4.50E-08,8.45E-07,4.50E-08
24315,-4.04E-08,8.89E-08,-5.35E-08,4.50E-08,8.46E-07,4.50E-08
24322.5,-4.05E-08,8.88E-08,3.11E-07,4.49E-08,-1.78E-07,4.49E-08
24330,-4.05E-08,8.87E-08,1.29E-07,4.48E-08,-1.79E-07,4.48E-08
24337.5,-4.05E-08,8.85E-08,-5.36E-08,4.48E-08,8.48E-07,4.48E-08
24345,-4.05E-08,8.84E-08,-5.36E-08,4.47E-08,8.48E-07,4.47E-08
24352.5,-4.06E-08,8.83E-08,1.29E-07,4.47E-08,-1.79E-07,4.47E-08
24360,-4.06E-08,8.82E-08,-5.37E-08,4.46E-08,-1.79E-07,4.46E-08
24367.5,-4.06E-08,8.81E-08,-5.37E-08,4.46E-08,-1.79E-07,4.46E-08
24375,-4.06E-08,8.80E-08,-5.38E-08,4.45E-08,8.50E-07,4.45E-08
24382.5,-4.07E-08,8.79E-08,-5.38E-08,4.45E-08,-1.79E-07,4.45E-08
24390,-4.07E-08,8.78E-08,-5.38E-08,4.44E-08,-1.79E-07,4.44E-08
24397.5,-4.07E-08,8.76E-08,1.30E-07,4.44E-08,-1.80E-07,4.44E-08
24405,-4.07E-08,8.75E-08,-5.39E-08,4.43E-08,-1.80E-07,4.43E-08
24412.5,-4.08E-08,8.74E-08,-5.39E-08,4.42E-08,-1.80E-07,4.42E-08
24420,-4.08E-08,8.73E-08,1.30E-07,4.42E-08,-1.80E-07,4.42E-08
24427.5,-4.08E-08,8.72E-08,1.30E-07,4.41E-08,-1.80E-07,4.41E-08
24435,-4.08E-08,8.71E-08,-5.40E-08,4.41E-08,-1.80E-07,4.41E-08
24442.5,-4.09E-08,8.70E-08,1.30E-07,4.40E-08,-1.80E-07,4.40E-08
24450,-4.09E-08,8.69E-08,-5.41E-08,4.40E-08,-1.80E-07,4.40E-08
24457.5,-4.09E-08,8.68E-08,1.30E-07,4.39E-08,8.56E-07,4.39E-08
24465,-4.09E-08,8.67E-08,-5.41E-08,4.39E-08,-1.81E-07,4.39E-08
24472.5,-4.10E-08,8.65E-08,-5.42E-08,4.38E-08,8.57E-07,4.38E-08
24480,-4.10E-08,8.64E-08,1.30E-07,4.38E-08,-1.81E-07,4.38E-08
24487.5,-4.10E-08,8.63E-08,1.31E-07,4.37E-08,-1.81E-07,4.37E-08
24495,-4.10E-08,8.62E-08,-5.43E-08,4.36E-08,-1.81E-07,4.36E-08
24502.5,-4.11E-08,8.61E-08,1.31E-07,4.36E-08,-1.81E-07,4.36E-08
24510,-4.11E-08,8.60E-08,-5.43E-08,4.35E-08,-1.81E-07,4.35E-08
24517.5,-4.11E-08,8.59E-08,3.16E-07,4.35E-08,-1.81E-07,4.35E-08
24525,-4.11E-08,8.58E-08,1.31E-07,4.34E-08,-1.81E-07,4.34E-08
24532.5,-4.12E-08,8.57E-08,-5.44E-08,4.34E-08,8.61E-07,4.34E-08
24540,-4.12E-08,8.56E-08,-5.45E-08,4.33E-08,-1.82E-07,4.33E-08
24547.5,-4.12E-08,8.55E-08,-5.45E-08,4.33E-08,-1.82E-07,4.33E-08
24555,-4.12E-08,8.54E-08,-5.45E-08,4.32E-08,-1.82E-07,4.32E-08
24562.5,-4.13E-08,8.52E-08,-5.46E-08,4.32E-08,-1.82E-07,4.32E-08
24570,-4.13E-08,8.51E-08,-5.46E-08,4.31E-08,-1.82E-07,4.31E-08
24577.5,-4.13E-08,8.50E-08,1.32E-07,4.31E-08,-1.82E-07,4.31E-08
24585,-4.13E-08,8.49E-08,-5.47E-08,4.30E-08,-1.82E-07,4.30E-08
24592.5,-4.14E-08,8.48E-08,1.32E-07,4.30E-08,-1.82E-07,4.30E-08
24600,-4.14E-08,8.47E-08,-5.47E-08,4.29E-08,-1.83E-07,4.29E-08
24607.5,-4.14E-08,8.46E-08,1.32E-07,4.28E-08,-1.83E-07,4.28E-08
24615,-4.14E-08,8.45E-08,-5.48E-08,4.28E-08,-1.83E-07,4.28E-08
24622.5,8.85E-07,8.44E-08,-5.48E-08,4.27E-08,-1.83E-07,4.27E-08
24630,-4.15E-08,8.43E-08,-5.49E-08,4.27E-08,8.68E-07,4.27E-08
24637.5,-4.15E-08,8.42E-08,-5.49E-08,4.26E-08,-1.83E-07,4.26E-08
24645,-4.15E-08,8.41E-08,1.32E-07,4.26E-08,-1.83E-07,4.26E-08
24652.5,-4.16E-08,8.40E-08,-5.50E-08,4.25E-08,-1.83E-07,4.25E-08
24660,8.87E-07,8.39E-08,-5.50E-08,4.25E-08,-1.83E-07,4.25E-08
24667.5,-4.16E-08,8.38E-08,-5.50E-08,4.24E-08,-1.84E-07,4.24E-08
24675,-4.16E-08,8.37E-08,1.33E-07,4.24E-08,8.71E-07,4.24E-08
24682.5,-4.17E-08,8.35E-08,3.20E-07,4.23E-08,-1.84E-07,4.23E-08
24690,-4.17E-08,8.34E-08,1.33E-07,4.23E-08,-1.84E-07,4.23E-08
24697.5,-4.17E-08,8.33E-08,1.33E-07,4.22E-08,-1.84E-07,4.22E-08
24705,-4.17E-08,8.32E-08,-5.52E-08,4.22E-08,8.73E-07,4.22E-08
24712.5,-4.18E-08,8.31E-08,-5.53E-08,4.21E-08,-1.84E-07,4.21E-08
24720,-4.18E-08,8.30E-08,1.33E-07,4.21E-08,-1.84E-07,4.21E-08
24727.5,-4.18E-08,8.29E-08,1.33E-07,4.20E-08,-1.84E-07,4.20E-08
24735,-4.19E-08,8.28E-08,-5.54E-08,4.20E-08,-1.85E-07,4.20E-08
24742.5,-4.19E-08,8.27E-08,-5.54E-08,4.19E-08,-1.85E-07,4.19E-08
24750,-4.19E-08,8.26E-08,-5.54E-08,4.19E-08,8.77E-07,4.19E-08
24757.5,-4.19E-08,8.25E-08,-5.55E-08,4.18E-08,-1.85E-07,4.18E-08
24765,-4.20E-08,8.24E-08,-5.55E-08,4.18E-08,-1.85E-07,4.18E-08
24772.5,-4.20E-08,8.23E-08,-5.55E-08,4.17E-08,-1.85E-07,4.17E-08
24780,-4.20E-08,8.22E-08,1.34E-07,4.16E-08,-1.85E-07,4.16E-08
24787.5,-4.20E-08,8.21E-08,1.34E-07,4.16E-08,-1.85E-07,4.16E-08
24795,8.97E-07,8.20E-08,1.34E-07,4.15E-08,-1.85E-07,4.15E-08
24802.5,-4.21E-08,8.19E-08,1.34E-07,4.15E-08,8.80E-07,4.15E-08
24810,-4.21E-08,8.18E-08,-5.57E-08,4.14E-08,-1.86E-07,4.14E-08
24817.5,-4.21E-08,8.17E-08,1.34E-07,4.14E-08,-1.86E-07,4.14E-08
24825,-4.22E-08,8.16E-08,-5.58E-08,4.13E-08,8.82E-07,4.13E-08
24832.5,9.00E-07,8.15E-08,-5.58E-08,4.13E-08,-1.86E-07,4.13E-08
24840,-4.22E-08,8.14E-08,3.25E-07,4.12E-08,-1.86E-07,4.12E-08
24847.5,-4.22E-08,8.13E-08,1.34E-07,4.12E-08,-1.86E-07,4.12E-08
24855,-4.23E-08,8.12E-08,-5.59E-08,4.11E-08,8.84E-07,4.11E-08
24862.5,-4.23E-08,8.11E-08,-5.59E-08,4.11E-08,-1.87E-07,4.11E-08
24870,-4.23E-08,8.10E-08,-5.60E-08,4.10E-08,-1.87E-07,4.10E-08
24877.5,-4.23E-08,8.09E-08,-5.60E-08,4.10E-08,-1.87E-07,4.10E-08
24885,9.04E-07,8.08E-08,-5.60E-08,4.09E-08,-1.87E-07,4.09E-08
24892.5,-4.24E-08,8.07E-08,1.35E-07,4.09E-08,-1.87E-07,4.09E-08
24900,-4.24E-08,8.06E-08,1.35E-07,4.08E-08,-1.87E-07,4.08E-08
24907.5,-4.24E-08,8.04E-08,1.35E-07,4.08E-08,-1.87E-07,4.08E-08
24915,-4.25E-08,8.03E-08,3.26E-07,4.07E-08,-1.87E-07,4.07E-08
24922.5,-4.25E-08,8.02E-08,-5.62E-08,4.07E-08,-1.87E-07,4.07E-08
24930,-4.25E-08,8.01E-08,-5.62E-08,4.06E-08,1.97E-06,4.06E-08
24937.5,-4.25E-08,8.00E-08,-5.63E-08,4.06E-08,4.12E-06,4.06E-08
24945,-4.26E-08,7.99E-08,3.27E-07,4.05E-08,5.20E-06,4.05E-08
24952.5,-4.26E-08,7.98E-08,-5.63E-08,4.05E-08,4.13E-06,4.05E-08
24960,-4.26E-08,7.97E-08,-5.64E-08,4.04E-08,-1.88E-07,4.04E-08
24967.5,-4.26E-08,7.96E-08,1.36E-07,4.04E-08,-1.88E-07,4.04E-08
24975,-4.27E-08,7.95E-08,3.28E-07,4.03E-08,-1.88E-07,4.03E-08
24982.5,-4.27E-08,7.94E-08,-5.65E-08,4.03E-08,-1.88E-07,4.03E-08
24990,9.11E-07,7.93E-08,-5.65E-08,4.02E-08,-1.88E-07,4.02E-08
24997.5,-4.27E-08,7.92E-08,1.36E-07,4.02E-08,-1.89E-07,4.02E-08
25005,-4.28E-08,7.91E-08,-5.66E-08,4.01E-08,-1.89E-07,4.01E-08
25012.5,-4.28E-08,7.90E-08,1.36E-07,4.01E-08,-1.89E-07,4.01E-08
25020,-4.28E-08,7.89E-08,-5.66E-08,4.00E-08,-1.89E-07,4.00E-08
25027.5,-4.28E-08,7.88E-08,1.36E-07,4.00E-08,8.96E-07,4.00E-08
25035,9.15E-07,7.87E-08,-5.67E-08,3.99E-08,-1.89E-07,3.99E-08
25042.5,-4.29E-08,7.87E-08,-5.67E-08,3.99E-08,8.97E-07,3.99E-08
25050,-4.29E-08,7.86E-08,-5.68E-08,3.98E-08,-1.89E-07,3.98E-08
25057.5,-4.29E-08,7.85E-08,-5.68E-08,3.98E-08,-1.89E-07,3.98E-08
25065,-4.30E-08,7.84E-08,-5.68E-08,3.97E-08,-1.90E-07,3.97E-08
25072.5,-4.30E-08,7.83E-08,-5.69E-08,3.97E-08,9.00E-07,3.97E-08
25080,-4.30E-08,7.82E-08,-5.69E-08,3.97E-08,9.00E-07,3.97E-08
25087.5,-4.31E-08,7.81E-08,1.37E-07,3.96E-08,-1.90E-07,3.96E-08
25095,-4.31E-08,7.80E-08,1.37E-07,3.96E-08,-1.90E-07,3.96E-08
25102.5,-4.31E-08,7.79E-08,-5.70E-08,3.95E-08,-1.90E-07,3.95E-08
25110,-4.31E-08,7.78E-08,-5.70E-08,3.95E-08,-1.90E-07,3.95E-08
25117.5,-4.32E-08,7.77E-08,-5.71E-08,3.94E-08,2.00E-06,3.94E-08
25125,-4.32E-08,7.76E-08,-5.71E-08,3.94E-08,-1.90E-07,3.94E-08
25132.5,-4.32E-08,7.75E-08,1.38E-07,3.93E-08,-1.91E-07,3.93E-08
25140,-4.32E-08,7.74E-08,-5.72E-08,3.93E-08,9.04E-07,3.93E-08
25147.5,9.23E-07,7.73E-08,-5.72E-08,3.92E-08,-1.91E-07,3.92E-08
25155,-4.33E-08,7.72E-08,-5.72E-08,3.92E-08,-1.91E-07,3.92E-08
25162.5,-4.33E-08,7.71E-08,-5.73E-08,3.91E-08,-1.91E-07,3.91E-08
25170,-4.33E-08,7.70E-08,-5.73E-08,3.91E-08,-1.91E-07,3.91E-08
25177.5,-4.34E-08,7.69E-08,1.38E-07,3.90E-08,-1.91E-07,3.90E-08
25185,-4.34E-08,7.68E-08,-5.74E-08,3.90E-08,-1.91E-07,3.90E-08
25192.5,-4.34E-08,7.67E-08,-5.74E-08,3.89E-08,-1.91E-07,3.89E-08
25200,-4.34E-08,7.66E-08,-5.75E-08,3.89E-08,-1.92E-07,3.89E-08
25207.5,-4.35E-08,7.65E-08,1.38E-07,3.88E-08,-1.92E-07,3.88E-08
25215,-4.35E-08,7.64E-08,-5.75E-08,3.88E-08,-1.92E-07,3.88E-08
25222.5,-4.35E-08,7.63E-08,-5.76E-08,3.87E-08,-1.92E-07,3.87E-08
25230,-4.35E-08,7.62E-08,-5.76E-08,3.87E-08,-1.92E-07,3.87E-08
25237.5,-4.36E-08,7.61E-08,1.39E-07,3.86E-08,-1.92E-07,3.86E-08
25245,-4.36E-08,7.60E-08,-5.77E-08,3.86E-08,-1.92E-07,3.86E-08
25252.5,-4.36E-08,7.59E-08,1.39E-07,3.85E-08,-1.92E-07,3.85E-08
25260,-4.36E-08,7.58E-08,1.39E-07,3.85E-08,-1.93E-07,3.85E-08
25267.5,-4.37E-08,7.57E-08,-5.78E-08,3.85E-08,-1.93E-07,3.85E-08
25275,-4.37E-08,7.57E-08,-5.78E-08,3.84E-08,-1.93E-07,3.84E-08
25282.5,-4.37E-08,7.56E-08,-5.78E-08,3.84E-08,-1.93E-07,3.84E-08
25290,-4.37E-08,7.55E-08,-5.79E-08,3.83E-08,-1.93E-07,3.83E-08
25297.5,-4.38E-08,7.54E-08,-5.79E-08,3.83E-08,-1.93E-07,3.83E-08
25305,-4.38E-08,7.53E-08,1.39E-07,3.82E-08,-1.93E-07,3.82E-08
25312.5,-4.38E-08,7.52E-08,-5.80E-08,3.82E-08,-1.93E-07,3.82E-08
25320,-4.39E-08,7.51E-08,-5.80E-08,3.81E-08,-1.93E-07,3.81E-08
25327.5,-4.39E-08,7.50E-08,-5.80E-08,3.81E-08,-1.94E-07,3.81E-08
25335,-4.39E-08,7.49E-08,-5.81E-08,3.80E-08,-1.94E-07,3.80E-08
25342.5,-4.39E-08,7.48E-08,-5.81E-08,3.80E-08,-1.94E-07,3.80E-08
25350,-4.40E-08,7.47E-08,1.40E-07,3.79E-08,9.20E-07,3.79E-08
25357.5,-4.40E-08,7.46E-08,-5.82E-08,3.79E-08,-1.94E-07,3.79E-08
25365,-4.40E-08,7.45E-08,1.40E-07,3.78E-08,-1.94E-07,3.78E-08
25372.5,-4.40E-08,7.44E-08,1.40E-07,3.78E-08,-1.94E-07,3.78E-08
25380,-4.41E-08,7.43E-08,-5.83E-08,3.77E-08,-1.94E-07,3.77E-08
25387.5,-4.41E-08,7.42E-08,1.40E-07,3.77E-08,-1.94E-07,3.77E-08
25395,-4.41E-08,7.41E-08,-5.83E-08,3.77E-08,9.23E-07,3.77E-08
25402.5,9.42E-07,7.41E-08,3.39E-07,3.76E-08,-1.95E-07,3.76E-08
25410,-4.42E-08,7.40E-08,-5.84E-08,3.76E-08,9.24E-07,3.76E-08
25417.5,9.43E-07,7.39E-08,-5.84E-08,3.75E-08,-1.95E-07,3.75E-08
25425,-4.42E-08,7.38E-08,-5.85E-08,3.75E-08,9.25E-07,3.75E-08
25432.5,-4.42E-08,7.37E-08,-5.85E-08,3.74E-08,-1.95E-07,3.74E-08
25440,-4.43E-08,7.36E-08,3.40E-07,3.74E-08,9.26E-07,3.74E-08
25447.5,-4.43E-08,7.35E-08,-5.86E-08,3.73E-08,-1.95E-07,3.73E-08
25455,-4.43E-08,7.34E-08,-5.86E-08,3.73E-08,-1.95E-07,3.73E-08
25462.5,-4.43E-08,7.33E-08,-5.87E-08,3.72E-08,-1.96E-07,3.72E-08
25470,-4.44E-08,7.32E-08,-5.87E-08,3.72E-08,-1.96E-07,3.72E-08
25477.5,-4.44E-08,7.31E-08,1.41E-07,3.72E-08,-1.96E-07,3.72E-08
25485,-4.44E-08,7.30E-08,-5.88E-08,3.71E-08,-1.96E-07,3.71E-08
25492.5,-4.45E-08,7.30E-08,1.42E-07,3.71E-08,-1.96E-07,3.71E-08
25500,9.49E-07,7.29E-08,1.42E-07,3.70E-08,-1.96E-07,3.70E-08
25507.5,-4.45E-08,7.28E-08,-5.89E-08,3.70E-08,-1.96E-07,3.70E-08
25515,-4.45E-08,7.27E-08,-5.89E-08,3.69E-08,-1.96E-07,3.69E-08
25522.5,9.51E-07,7.26E-08,1.42E-07,3.69E-08,9.32E-07,3.69E-08
25530,-4.46E-08,7.25E-08,-5.90E-08,3.68E-08,-1.97E-07,3.68E-08
25537.5,-4.46E-08,7.24E-08,3.43E-07,3.68E-08,-1.97E-07,3.68E-08
25545,-4.46E-08,7.23E-08,-5.90E-08,3.67E-08,-1.97E-07,3.67E-08
25552.5,-4.47E-08,7.22E-08,-5.91E-08,3.67E-08,-1.97E-07,3.67E-08
25560,9.53E-07,7.21E-08,-5.91E-08,3.67E-08,2.07E-06,3.67E-08
25567.5,-4.47E-08,7.20E-08,1.42E-07,3.66E-08,-1.97E-07,3.66E-08
25575,-4.47E-08,7.20E-08,3.44E-07,3.66E-08,2.07E-06,3.66E-08
25582.5,-4.48E-08,7.19E-08,1.43E-07,3.65E-08,9.37E-07,3.65E-08
25590,-4.48E-08,7.18E-08,-5.92E-08,3.65E-08,-1.98E-07,3.65E-08
25597.5,-4.48E-08,7.17E-08,-5.93E-08,3.64E-08,-1.98E-07,3.64E-08
25605,-4.48E-08,7.16E-08,1.43E-07,3.64E-08,-1.98E-07,3.64E-08
25612.5,-4.49E-08,7.15E-08,-5.93E-08,3.63E-08,-1.98E-07,3.63E-08
25620,-4.49E-08,7.14E-08,3.45E-07,3.63E-08,-1.98E-07,3.63E-08
25627.5,-4.49E-08,7.13E-08,-5.94E-08,3.63E-08,-1.98E-07,3.63E-08
25635,-4.50E-08,7.12E-08,-5.95E-08,3.62E-08,9.40E-07,3.62E-08
25642.5,-4.50E-08,7.12E-08,1.43E-07,3.62E-08,-1.98E-07,3.62E-08
25650,-4.50E-08,7.11E-08,1.43E-07,3.61E-08,-1.99E-07,3.61E-08
25657.5,-4.50E-08,7.10E-08,-5.96E-08,3.61E-08,-1.99E-07,3.61E-08
25665,-4.51E-08,7.09E-08,1.43E-07,3.60E-08,-1.99E-07,3.60E-08
25672.5,-4.51E-08,7.08E-08,3.47E-07,3.60E-08,9.43E-07,3.60E-08
25680,9.62E-07,7.07E-08,-5.97E-08,3.59E-08,9.44E-07,3.59E-08
25687.5,-4.51E-08,7.06E-08,-5.97E-08,3.59E-08,-1.99E-07,3.59E-08
25695,-4.52E-08,7.05E-08,-5.97E-08,3.59E-08,-1.99E-07,3.59E-08
25702.5,2.98E-06,7.04E-08,-5.98E-08,3.58E-08,-1.99E-07,3.58E-08
25710,-4.52E-08,7.04E-08,-5.98E-08,3.58E-08,9.46E-07,3.58E-08
25717.5,-4.52E-08,7.03E-08,-5.98E-08,3.57E-08,9.46E-07,3.57E-08
25725,-4.53E-08,7.02E-08,-5.99E-08,3.57E-08,-2.00E-07,3.57E-08
25732.5,9.66E-07,7.01E-08,-5.99E-08,3.56E-08,9.48E-07,3.56E-08
25740,-4.53E-08,7.00E-08,-5.99E-08,3.56E-08,-2.00E-07,3.56E-08
25747.5,-4.53E-08,6.99E-08,1.44E-07,3.55E-08,-2.00E-07,3.55E-08
25755,-4.54E-08,6.98E-08,-6.00E-08,3.55E-08,-2.00E-07,3.55E-08
25762.5,9.69E-07,6.97E-08,-6.00E-08,3.55E-08,-2.00E-07,3.55E-08
25770,-4.54E-08,6.97E-08,1.45E-07,3.54E-08,-2.00E-07,3.54E-08
25777.5,9.70E-07,6.96E-08,1.45E-07,3.54E-08,2.10E-06,3.54E-08
25785,9.70E-07,6.95E-08,-6.01E-08,3.53E-08,-2.01E-07,3.53E-08
25792.5,-4.55E-08,6.94E-08,3.50E-07,3.53E-08,-2.01E-07,3.53E-08
25800,-4.55E-08,6.93E-08,-6.02E-08,3.52E-08,-2.01E-07,3.52E-08
25807.5,-4.56E-08,6.92E-08,1.45E-07,3.52E-08,-2.01E-07,3.52E-08
25815,-4.56E-08,6.91E-08,-6.03E-08,3.52E-08,-2.01E-07,3.52E-08
25822.5,-4.56E-08,6.91E-08,-6.03E-08,3.51E-08,-2.01E-07,3.51E-08
25830,-4.56E-08,6.90E-08,1.45E-07,3.51E-08,-2.01E-07,3.51E-08
25837.5,-4.57E-08,6.89E-08,1.45E-07,3.50E-08,-2.01E-07,3.50E-08
25845,-4.57E-08,6.88E-08,-6.04E-08,3.50E-08,-2.02E-07,3.50E-08
25852.5,-4.57E-08,6.87E-08,1.46E-07,3.49E-08,-2.02E-07,3.49E-08
25860,-4.57E-08,6.86E-08,-6.05E-08,3.49E-08,-2.02E-07,3.49E-08
25867.5,-4.58E-08,6.85E-08,-6.05E-08,3.49E-08,-2.02E-07,3.49E-08
25875,-4.58E-08,6.85E-08,1.46E-07,3.48E-08,9.58E-07,3.48E-08
25882.5,-4.58E-08,6.84E-08,1.46E-07,3.48E-08,-2.02E-07,3.48E-08
25890,-4.59E-08,6.83E-08,3.53E-07,3.47E-08,-2.02E-07,3.47E-08
25897.5,-4.59E-08,6.82E-08,-6.07E-08,3.47E-08,9.60E-07,3.47E-08
25905,-4.59E-08,6.81E-08,1.46E-07,3.46E-08,-2.02E-07,3.46E-08
25912.5,-4.59E-08,6.80E-08,3.53E-07,3.46E-08,-2.03E-07,3.46E-08
25920,-4.60E-08,6.79E-08,-6.08E-08,3.46E-08,-2.03E-07,3.46E-08
25927.5,-4.60E-08,6.79E-08,3.54E-07,3.45E-08,-2.03E-07,3.45E-08
25935,-4.60E-08,6.78E-08,1.46E-07,3.45E-08,-2.03E-07,3.45E-08
25942.5,-4.60E-08,6.77E-08,-6.09E-08,3.44E-08,-2.03E-07,3.44E-08
25950,-4.61E-08,6.76E-08,-6.09E-08,3.44E-08,9.64E-07,3.44E-08
25957.5,-4.61E-08,6.75E-08,-6.10E-08,3.44E-08,-2.03E-07,3.44E-08
25965,-4.61E-08,6.74E-08,-6.10E-08,3.43E-08,-2.03E-07,3.43E-08
25972.5,-4.61E-08,6.74E-08,-6.10E-08,3.43E-08,-2.04E-07,3.43E-08
25980,-4.62E-08,6.73E-08,1.47E-07,3.42E-08,9.66E-07,3.42E-08
25987.5,-4.62E-08,6.72E-08,-6.11E-08,3.42E-08,-2.04E-07,3.42E-08
25995,-4.62E-08,6.71E-08,-6.11E-08,3.41E-08,-2.04E-07,3.41E-08
26002.5,-4.62E-08,6.70E-08,-6.12E-08,3.41E-08,-2.04E-07,3.41E-08
26010,9.87E-07,6.69E-08,-6.12E-08,3.41E-08,-2.04E-07,3.41E-08
26017.5,-4.63E-08,6.68E-08,1.47E-07,3.40E-08,9.69E-07,3.40E-08
26025,-4.63E-08,6.68E-08,1.47E-07,3.40E-08,-2.04E-07,3.40E-08
26032.5,-4.64E-08,6.67E-08,-6.13E-08,3.39E-08,-2.04E-07,3.39E-08
26040,-4.64E-08,6.66E-08,-6.13E-08,3.39E-08,-2.05E-07,3.39E-08
26047.5,-4.64E-08,6.65E-08,-6.14E-08,3.39E-08,-2.05E-07,3.39E-08
26055,-4.64E-08,6.64E-08,1.48E-07,3.38E-08,9.71E-07,3.38E-08
26062.5,-4.65E-08,6.64E-08,1.48E-07,3.38E-08,-2.05E-07,3.38E-08
26070,-4.65E-08,6.63E-08,1.48E-07,3.37E-08,-2.05E-07,3.37E-08
26077.5,-4.65E-08,6.62E-08,3.58E-07,3.37E-08,9.73E-07,3.37E-08
26085,-4.65E-08,6.61E-08,-6.16E-08,3.36E-08,-2.05E-07,3.36E-08
26092.5,-4.66E-08,6.60E-08,-6.16E-08,3.36E-08,-2.05E-07,3.36E-08
26100,-4.66E-08,6.59E-08,-6.16E-08,3.36E-08,-2.06E-07,3.36E-08
26107.5,-4.66E-08,6.59E-08,1.48E-07,3.35E-08,-2.06E-07,3.35E-08
26115,-4.67E-08,6.58E-08,-6.17E-08,3.35E-08,9.76E-07,3.35E-08
26122.5,-4.67E-08,6.57E-08,1.49E-07,3.34E-08,-2.06E-07,3.34E-08
26130,-4.67E-08,6.56E-08,-6.18E-08,3.34E-08,9.77E-07,3.34E-08
26137.5,-4.67E-08,6.55E-08,1.49E-07,3.34E-08,-2.06E-07,3.34E-08
26145,-4.68E-08,6.54E-08,-6.18E-08,3.33E-08,-2.06E-07,3.33E-08
26152.5,-4.68E-08,6.54E-08,-6.19E-08,3.33E-08,-2.06E-07,3.33E-08
26160,-4.68E-08,6.53E-08,-6.19E-08,3.32E-08,-2.06E-07,3.32E-08
26167.5,-4.68E-08,6.52E-08,3.60E-07,3.32E-08,-2.07E-07,3.32E-08
26175,-4.69E-08,6.51E-08,1.49E-07,3.32E-08,-2.07E-07,3.32E-08
26182.5,-4.69E-08,6.50E-08,-6.20E-08,3.31E-08,9.81E-07,3.31E-08
26190,-4.69E-08,6.50E-08,-6.21E-08,3.31E-08,-2.07E-07,3.31E-08
26197.5,-4.69E-08,6.49E-08,1.49E-07,3.30E-08,9.82E-07,3.30E-08
26205,-4.70E-08,6.48E-08,-6.21E-08,3.30E-08,-2.07E-07,3.30E-08
26212.5,-4.70E-08,6.47E-08,-6.22E-08,3.30E-08,9.83E-07,3.30E-08
26220,-4.70E-08,6.46E-08,-6.22E-08,3.29E-08,-2.07E-07,3.29E-08
26227.5,-4.71E-08,6.46E-08,-6.22E-08,3.29E-08,-2.08E-07,3.29E-08
26235,-4.71E-08,6.45E-08,-6.23E-08,3.28E-08,-2.08E-07,3.28E-08
26242.5,-4.71E-08,6.44E-08,1.50E-07,3.28E-08,9.85E-07,3.28E-08
26250,-4.71E-08,6.43E-08,3.62E-07,3.28E-08,9.86E-07,3.28E-08
26257.5,-4.72E-08,6.42E-08,1.50E-07,3.27E-08,-2.08E-07,3.27E-08
26265,1.01E-06,6.42E-08,-6.24E-08,3.27E-08,-2.08E-07,3.27E-08
26272.5,-4.72E-08,6.41E-08,1.50E-07,3.26E-08,-2.08E-07,3.26E-08
26280,-4.72E-08,6.40E-08,-6.25E-08,3.26E-08,9.88E-07,3.26E-08
26287.5,-4.73E-08,6.39E-08,-6.25E-08,3.26E-08,-2.08E-07,3.26E-08
26295,-4.73E-08,6.38E-08,1.51E-07,3.25E-08,-2.09E-07,3.25E-08
26302.5,1.01E-06,6.38E-08,-6.26E-08,3.25E-08,-2.09E-07,3.25E-08
26310,-4.74E-08,6.37E-08,1.51E-07,3.24E-08,9.91E-07,3.24E-08
26317.5,-4.74E-08,6.36E-08,-6.27E-08,3.24E-08,-2.09E-07,3.24E-08
26325,-4.74E-08,6.35E-08,-6.27E-08,3.24E-08,-2.09E-07,3.24E-08
26332.5,-4.74E-08,6.34E-08,1.51E-07,3.23E-08,-2.09E-07,3.23E-08
26340,-4.75E-08,6.34E-08,1.51E-07,3.23E-08,-2.09E-07,3.23E-08
26347.5,-4.75E-08,6.33E-08,1.51E-07,3.22E-08,9.93E-07,3.22E-08
26355,-4.75E-08,6.32E-08,-6.28E-08,3.22E-08,-2.10E-07,3.22E-08
26362.5,-4.75E-08,6.31E-08,-6.29E-08,3.22E-08,-2.10E-07,3.22E-08
26370,-4.76E-08,6.31E-08,-6.29E-08,3.21E-08,-2.10E-07,3.21E-08
26377.5,-4.76E-08,6.30E-08,1.51E-07,3.21E-08,-2.10E-07,3.21E-08
